"gene_symbol","gene_id","chromosome","gene_entrez_id","gene_name"
"Hoxa6",500713997,"6",15403,"homeobox A6"
"Hoxa7",500713998,"6",15404,"homeobox A7"
"Hoxa9",500714000,"6",15405,"homeobox A9"
"Hoxaas3",500713995,"6",72628,"Hoxa cluster antisense RNA 3"
"Hoxb1",500728144,"11",15407,"homeobox B1"
"Hoxb13",500728127,"11",15408,"homeobox B13"
"Hoxb2",500728143,"11",103889,"homeobox B2"
"Hoxb3",500728139,"11",15410,"homeobox B3"
"Hoxb4",500728141,"11",15412,"homeobox B4"
"Hoxb5",500728138,"11",15413,"homeobox B5"
"Hoxb5os",500728136,"11",75395,"homeobox B5 and homeobox B6, opposite strand"
"Hoxb6",500728137,"11",15414,"homeobox B6"
"Hoxb7",500728135,"11",15415,"homeobox B7"
"Hoxb8",500728134,"11",15416,"homeobox B8"
"Hoxb9",500728131,"11",15417,"homeobox B9"
"Hoxc10",500736787,"15",209448,"homeobox C10"
"Hoxc11",500736786,"15",109663,"homeobox C11"
"Hoxc12",500736784,"15",15421,"homeobox C12"
"Hoxc13",500736782,"15",15422,"homeobox C13"
"Hoxc4",500736797,"15",15423,"homeobox C4"
"Hoxc5",500736795,"15",15424,"homeobox C5"
"Hoxc6",500736794,"15",15425,"homeobox C6"
"Hoxc8",500736792,"15",15426,"homeobox C8"
"Hoxc9",500736789,"15",15427,"homeobox C9"
"Hoxd1",500703531,"2",15429,"homeobox D1"
"Hoxd10",500703521,"2",15430,"homeobox D10"
"Hoxd11",500703520,"2",15431,"homeobox D11"
"Hoxd12",500703519,"2",15432,"homeobox D12"
"Hoxd13",500703518,"2",15433,"homeobox D13"
"Hoxd3",500703526,"2",15434,"homeobox D3"
"Hoxd3os1",500703525,"2",73429,"homeobox D3, opposite strand 1"
"Hoxd4",500703527,"2",15436,"homeobox D4"
"Hoxd8",500703524,"2",15437,"homeobox D8"
"Hoxd9",500703522,"2",15438,"homeobox D9"
"Hp",500721331,"8",15439,"haptoglobin"
"Hp1bp3",500710165,"4",15441,"heterochromatin protein 1, binding protein 3"
"Hpca",500709875,"4",15444,"hippocalcin"
"Hpcal1",500729190,"12",53602,"hippocalcin-like 1"
"Hpcal4",500709720,"4",170638,"hippocalcin-like 4"
"Hpd",500712555,"5",15445,"4-hydroxyphenylpyruvic acid dioxygenase"
"Hpdl",500709536,"4",242642,"4-hydroxyphenylpyruvate dioxygenase-like"
"Hpgd",500720376,"8",15446,"hydroxyprostaglandin dehydrogenase 15 (NAD)"
"Hpgds",500714173,"6",54486,"hematopoietic prostaglandin D synthase"
"Hpn",500717016,"7",15451,"hepsin"
"Hprt",500743507,"X",15452,"hypoxanthine guanine phosphoribosyl transferase"
"Hps1",500742468,"19",192236,"Hermansky-Pudlak syndrome 1 homolog (human)"
"Hps3",500706027,"3",12807,"Hermansky-Pudlak syndrome 3 homolog (human)"
"Hps4",500712262,"5",192232,"Hermansky-Pudlak syndrome 4 homolog (human)"
"Hps5",500717535,"7",246694,"Hermansky-Pudlak syndrome 5 homolog (human)"
"Hps6",500742555,"19",20170,"Hermansky-Pudlak syndrome 6"
"Hpse",500711984,"5",15442,"heparanase"
"Hpse2",500742470,"19",545291,"heparanase 2"
"Hpvc-ps",500712670,"5",15456,"human papillomavirus 18 E5 central sequence motif, pseudogene"
"Hpx",500718615,"7",15458,"hemopexin"
"Hr",500734688,"14",15460,"hairless"
"Hras",500719422,"7",15461,"Harvey rat sarcoma virus oncogene"
"Hrasls",500737337,"16",27281,"HRAS-like suppressor"
"Hrasls5",500741752,"19",66727,"HRAS-like suppressor family, member 5"
"Hrc",500717465,"7",15464,"histidine rich calcium binding protein"
"Hrct1",500708577,"4",100039781,"histidine rich carboxyl terminus 1"
"Hrg",500737264,"16",94175,"histidine-rich glycoprotein"
"Hrh1",500715047,"6",15465,"histamine receptor H1"
"Hrh2",500731944,"13",15466,"histamine receptor H2"
"Hrh3",500705776,"2",99296,"histamine receptor H3"
"Hrh4",500740392,"18",225192,"histamine receptor H4"
"Hrk",500712426,"5",12123,"harakiri, BCL2 interacting protein (contains only BH3 domain)"
"Hrnr",500707016,"3",68723,"hornerin"
"Hrsp12",500735460,"15",15473,"heat-responsive protein 12"
"Hs1bp3",500729071,"12",58240,"HCLS1 binding protein 3"
"Hs2st1",500707894,"3",23908,"heparan sulfate 2-O-sulfotransferase 1"
"Hs3st1",500711330,"5",15476,"heparan sulfate (glucosamine) 3-O-sulfotransferase 1"
"Hs3st2",500718947,"7",195646,"heparan sulfate (glucosamine) 3-O-sulfotransferase 2"
"Hs3st3a1",500727258,"11",15478,"heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1"
"Hs3st3b1",500727250,"11",54710,"heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1"
"Hs3st4",500718990,"7",628779,"heparan sulfate (glucosamine) 3-O-sulfotransferase 4"
"Hs3st5",500724488,"10",319415,"heparan sulfate (glucosamine) 3-O-sulfotransferase 5"
"Hs3st6",500738757,"17",328779,"heparan sulfate (glucosamine) 3-O-sulfotransferase 6"
"Hs6st1",500700012,"1",50785,"heparan sulfate 6-O-sulfotransferase 1"
"Hs6st2",500743483,"X",50786,"heparan sulfate 6-O-sulfotransferase 2"
"Hs6st3",500735118,"14",50787,"heparan sulfate 6-O-sulfotransferase 3"
"Hsbp1",500721480,"8",68196,"heat shock factor binding protein 1"
"Hsbp1l1",500741392,"18",66255,"heat shock factor binding protein 1-like 1"
"Hscb",500712226,"5",100900,"HscB iron-sulfur cluster co-chaperone homolog (E. coli)"
"Hsd11b1",500702308,"1",15483,"hydroxysteroid 11-beta dehydrogenase 1"
"Hsd11b2",500721229,"8",15484,"hydroxysteroid 11-beta dehydrogenase 2"
"Hsd17b1",500728379,"11",15485,"hydroxysteroid (17-beta) dehydrogenase 1"
"Hsd17b10",500744843,"X",15108,"hydroxysteroid (17-beta) dehydrogenase 10"
"Hsd17b11",500712026,"5",114664,"hydroxysteroid (17-beta) dehydrogenase 11"
"Hsd17b12",500704124,"2",56348,"hydroxysteroid (17-beta) dehydrogenase 12"
"Hsd17b13",500712025,"5",243168,"hydroxysteroid (17-beta) dehydrogenase 13"
"Hsd17b14",500717482,"7",66065,"hydroxysteroid (17-beta) dehydrogenase 14"
"Hsd17b2",500721472,"8",15486,"hydroxysteroid (17-beta) dehydrogenase 2"
"Hsd17b3",500732199,"13",15487,"hydroxysteroid (17-beta) dehydrogenase 3"
"Hsd17b4",500740942,"18",15488,"hydroxysteroid (17-beta) dehydrogenase 4"
"Hsd17b6",500726036,"10",27400,"hydroxysteroid (17-beta) dehydrogenase 6"
"Hsd17b7",500701831,"1",15490,"hydroxysteroid (17-beta) dehydrogenase 7"
"Hsd3b1",500707248,"3",15492,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"
"Hsd3b2",500707243,"3",15493,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"
"Hsd3b3",500707244,"3",15494,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3"
"Hsd3b4",500707235,"3",15495,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 4"
"Hsd3b5",500707240,"3",15496,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5"
"Hsd3b6",500707246,"3",15497,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 6"
"Hsd3b7",500719115,"7",101502,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"
"Hsdl1",500721487,"8",72552,"hydroxysteroid dehydrogenase like 1"
"Hsdl2",500708831,"4",72479,"hydroxysteroid dehydrogenase like 2"
"Hsf1",500735978,"15",15499,"heat shock factor 1"
"Hsf2",500724721,"10",15500,"heat shock factor 2"
"Hsf2bp",500739025,"17",74377,"heat shock transcription factor 2 binding protein"
"Hsf3",500744131,"X",245525,"heat shock transcription factor 3"
"Hsf4",500721211,"8",26386,"heat shock transcription factor 4"
"Hsf5",500727964,"11",327992,"heat shock transcription factor family member 5"
"Hsfy2",500700297,"1",71066,"heat shock transcription factor, Y linked 2"
"Hsh2d",500720663,"8",209488,"hematopoietic SH2 domain containing"
"Hsp25-ps1",500731742,"13",15508,"heat shock protein 25, pseudogene 1"
"Hsp90aa1",500730598,"12",15519,"heat shock protein 90, alpha (cytosolic), class A member 1"
"Hsp90ab1",500739519,"17",15516,"heat shock protein 90 alpha (cytosolic), class B member 1"
"Hsp90b1",500725427,"10",22027,"heat shock protein 90, beta (Grp94), member 1"
"Hspa12a",500742740,"19",73442,"heat shock protein 12A"
"Hspa12b",500704749,"2",72630,"heat shock protein 12B"
"Hspa13",500737867,"16",110920,"heat shock protein 70 family, member 13"
"Hspa14",500702349,"2",50497,"heat shock protein 14"
"Hspa1a",500739194,"17",193740,"heat shock protein 1A"
"Hspa1b",500739193,"17",15511,"heat shock protein 1B"
"Hspa1l",500739195,"17",15482,"heat shock protein 1-like"
"Hspa2",500729914,"12",15512,"heat shock protein 2"
"Hspa4",500726920,"11",15525,"heat shock protein 4"
"Hspa4l",500706264,"3",18415,"heat shock protein 4 like"
"Hspa5",500703037,"2",14828,"heat shock protein 5"
"Hspa8",500722431,"9",15481,"heat shock protein 8"
"Hspa9",500740635,"18",15526,"heat shock protein 9"
"Hspa9-ps1",500743633,"X",15527,"heat shock protein 9, pseudogene 1"
"Hspb1",500712778,"5",15507,"heat shock protein 1"
"Hspb11",500709355,"4",72938,"heat shock protein family B (small), member 11"
"Hspb2",500722661,"9",69253,"heat shock protein 2"
"Hspb3",500732969,"13",56534,"heat shock protein 3"
"Hspb6",500716969,"7",243912,"heat shock protein, alpha-crystallin-related, B6"
"Hspb7",500710266,"4",29818,"heat shock protein family, member 7 (cardiovascular)"
"Hspb8",500712393,"5",80888,"heat shock protein 8"
"Hspb9",500728367,"11",75482,"heat shock protein, alpha-crystallin-related, B9"
"Hspbap1",500737463,"16",66667,"Hspb associated protein 1"
"Hspbp1",500715882,"7",66245,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1"
"Hspd1",500700277,"1",15510,"heat shock protein 1 (chaperonin)"
"Hspe1",500700278,"1",15528,"heat shock protein 1 (chaperonin 10)"
"Hspe1-ps1",500729757,"12",100040681,"heat shock protein 1 (chaperonin 10), pseudogene 1"
"Hspe1-ps2",500730001,"12",93749,"heat shock protein 1 (chaperonin 10), pseudogene 2"
"Hspe1-ps3",500711015,"5",102640385,"heat shock protein 1 (chaperonin 10), pseudogene 3"
"Hspe1-ps4",500710203,"4",93751,"heat shock protein 1 (chaperonin 10), pseudogene 4"
"Hspe1-ps5",500703485,"2",93752,"heat shock protein 1 (chaperonin 10), pseudogene 5"
"Hspe1-ps6",500709193,"4",93753,"heat shock protein 1 (chaperonin 10), pseudogene 6"
"Hspe1-rs1",500740915,"18",628438,"heat shock protein 1 (chaperonin 10), related sequence 1"
"Hspg2",500710151,"4",15530,"perlecan (heparan sulfate proteoglycan 2)"
"Hsph1",500713190,"5",15505,"heat shock 105kDa/110kDa protein 1"
"Htatip2",500717612,"7",53415,"HIV-1 tat interactive protein 2, homolog (human)"
"Htatsf1",500743596,"X",72459,"HIV TAT specific factor 1"
"Htr1a",500732841,"13",15550,"5-hydroxytryptamine (serotonin) receptor 1A"
"Htr1b",500723264,"9",15551,"5-hydroxytryptamine (serotonin) receptor 1B"
"Htr1d",500710123,"4",15552,"5-hydroxytryptamine (serotonin) receptor 1D"
"Htr1f",500737813,"16",15557,"5-hydroxytryptamine (serotonin) receptor 1F"
"Htr2a",500734746,"14",15558,"5-hydroxytryptamine (serotonin) receptor 2A"
"Htr2b",500700753,"1",15559,"5-hydroxytryptamine (serotonin) receptor 2B"
"Htr2c",500744741,"X",15560,"5-hydroxytryptamine (serotonin) receptor 2C"
"Htr3a",500722625,"9",15561,"5-hydroxytryptamine (serotonin) receptor 3A"
"Htr3b",500722626,"9",57014,"5-hydroxytryptamine (serotonin) receptor 3B"
"Htr4",500741128,"18",15562,"5 hydroxytryptamine (serotonin) receptor 4"
"Htr5a",500711057,"5",15563,"5-hydroxytryptamine (serotonin) receptor 5A"
"Htr5b",500701168,"1",15564,"5-hydroxytryptamine (serotonin) receptor 5B"
"Htr6",500710199,"4",15565,"5-hydroxytryptamine (serotonin) receptor 6"
"Htr7",500742315,"19",15566,"5-hydroxytryptamine (serotonin) receptor 7"
"Htra1",500719194,"7",56213,"HtrA serine peptidase 1"
"Htra2",500714566,"6",64704,"HtrA serine peptidase 2"
"Htra3",500711255,"5",78558,"HtrA serine peptidase 3"
"Htra4",500719983,"8",330723,"HtrA serine peptidase 4"
"Htt",500711233,"5",15194,"huntingtin"
"Hunk",500738041,"16",26559,"hormonally upregulated Neu-associated kinase"
"Hus1",500726343,"11",15574,"Hus1 homolog (S. pombe)"
"Hus1b",500731515,"13",210554,"Hus1 homolog b (S. pombe)"
"Huwe1",500744838,"X",59026,"HECT, UBA and WWE domain containing 1"
"Hvcn1",500712517,"5",74096,"hydrogen voltage-gated channel 1"
"Hyal1",500723666,"9",15586,"hyaluronoglucosaminidase 1"
"Hyal2",500723665,"9",15587,"hyaluronoglucosaminidase 2"
"Hyal3",500723668,"9",109685,"hyaluronoglucosaminidase 3"
"Hyal4",500713444,"6",77042,"hyaluronoglucosaminidase 4"
"Hyal5",500713448,"6",74468,"hyaluronoglucosaminidase 5"
"Hyal6",500713443,"6",74409,"hyaluronoglucosaminidase 6"
"Hydin",500721356,"8",244653,"HYDIN, axonemal central pair apparatus protein"
"Hyi",500709588,"4",68180,"hydroxypyruvate isomerase homolog (E. coli)"
"Hykk",500722738,"9",235386,"hydroxylysine kinase 1"
"Hyls1",500722225,"9",76832,"hydrolethalus syndrome 1"
"Hyou1",500722520,"9",12282,"hypoxia up-regulated 1"
"Hypk",500704528,"2",67693,"huntingtin interacting protein K"
"Hypm",500742974,"X",67334,"huntingtin interacting protein M"
"I0C0044D17Rik",500709230,"4",545660,"RIKEN cDNA I0C0044D17 gene"
"I730028E13Rik",500722888,"9",619328,"RIKEN cDNA I730028E13 gene"
"I730030J21Rik",500736688,"15",619313,"RIKEN cDNA I730030J21 gene"
"I830012O16Rik",500742300,"19",667370,"RIKEN cDNA I830012O16 gene"
"I830077J02Rik",500707378,"3",433638,"RIKEN cDNA I830077J02 gene"
"I830127L07Rik",500735909,"15",546643,"RIKEN cDNA I830127L07 gene"
"Iah1",500729251,"12",67732,"isoamyl acetate-hydrolyzing esterase 1 homolog (S. cerevisiae)"
"Iapp",500715669,"6",15874,"islet amyloid polypeptide"
"Iars",500731828,"13",105148,"isoleucine-tRNA synthetase"
"Iars2",500702176,"1",381314,"isoleucine-tRNA synthetase 2, mitochondrial"
"Iba57",500727088,"11",216792,"IBA57, iron-sulfur cluster assembly homolog (S. cerevisiae)"
"Ibsp",500712037,"5",15891,"integrin binding sialoprotein"
"Ibtk",500723305,"9",108837,"inhibitor of Bruton agammaglobulinemia tyrosine kinase"
"Ica1",500713317,"6",15893,"islet cell autoantigen 1"
"Ica1l",500700365,"1",70375,"islet cell autoantigen 1-like"
"Icam1",500722013,"9",15894,"intercellular adhesion molecule 1"
"Icam2",500728580,"11",15896,"intercellular adhesion molecule 2"
"Icam4",500722014,"9",78369,"intercellular adhesion molecule 4, Landsteiner-Wiener blood group"
"Icam5",500722015,"9",15898,"intercellular adhesion molecule 5, telencephalin"
"Ice1",500732385,"13",218333,"interactor of little elongation complex ELL subunit 1"
"Ice2",500723058,"9",93697,"interactor of little elongation complex ELL subunit 2"
"Ick",500723211,"9",56542,"intestinal cell kinase"
"Icmt",500710578,"4",57295,"isoprenylcysteine carboxyl methyltransferase"
"Icos",500700387,"1",54167,"inducible T cell co-stimulator"
"Icosl",500725104,"10",50723,"icos ligand"
"Ict1",500728739,"11",68572,"immature colon carcinoma transcript 1"
"Id1",500705095,"2",15901,"inhibitor of DNA binding 1"
"Id2",500729320,"12",15902,"inhibitor of DNA binding 2"
"Id3",500710114,"4",15903,"inhibitor of DNA binding 3"
"Id4",500731787,"13",15904,"inhibitor of DNA binding 4"
"Ide",500742338,"19",15925,"insulin degrading enzyme"
"Idh1",500700459,"1",15926,"isocitrate dehydrogenase 1 (NADP+), soluble"
"Idh2",500717975,"7",269951,"isocitrate dehydrogenase 2 (NADP+), mitochondrial"
"Idh3a",500722727,"9",67834,"isocitrate dehydrogenase 3 (NAD+) alpha"
"Idh3b",500704712,"2",170718,"isocitrate dehydrogenase 3 (NAD+) beta"
"Idh3g",500743811,"X",15929,"isocitrate dehydrogenase 3 (NAD+), gamma"
"Idi1",500731060,"13",319554,"isopentenyl-diphosphate delta isomerase"
"Idi2",500731063,"13",320581,"isopentenyl-diphosphate delta isomerase 2"
"Idnk",500732049,"13",75731,"idnK gluconokinase homolog (E. coli)"
"Ido1",500719975,"8",15930,"indoleamine 2,3-dioxygenase 1"
"Ido2",500719974,"8",209176,"indoleamine 2,3-dioxygenase 2"
"Ids",500743727,"X",15931,"iduronate 2-sulfatase"
"Idua",500712156,"5",15932,"iduronidase, alpha-L-"
"Ier2",500720861,"8",15936,"immediate early response 2"
"Ier3",500739267,"17",15937,"immediate early response 3"
"Ier3ip1",500741339,"18",66191,"immediate early response 3 interacting protein 1"
"Ier5",500701591,"1",15939,"immediate early response 5"
"Ier5l",500702905,"2",72500,"immediate early response 5-like"
"Iffo1",500715306,"6",320678,"intermediate filament family orphan 1"
"Iffo2",500710212,"4",212632,"intermediate filament family orphan 2"
"Ifi202b",500701966,"1",26388,"interferon activated gene 202B"
"Ifi203",500701965,"1",15950,"interferon activated gene 203"
"Ifi204",500701960,"1",15951,"interferon activated gene 204"
"Ifi205",500701968,"1",226695,"interferon activated gene 205"
"Ifi27",500730365,"12",52668,"interferon, alpha-inducible protein 27"
"Ifi27l2a",500730364,"12",76933,"interferon, alpha-inducible protein 27 like 2A"
"Ifi27l2b",500730366,"12",217845,"interferon, alpha-inducible protein 27 like 2B"
"Ifi30",500720584,"8",65972,"interferon gamma inducible protein 30"
"Ifi35",500728405,"11",70110,"interferon-induced protein 35"
"Ifi44",500707990,"3",99899,"interferon-induced protein 44"
"Ifi44l",500707991,"3",15061,"interferon-induced protein 44 like"
"Ifi47",500726798,"11",15953,"interferon gamma inducible protein 47"
"Ifih1",500703353,"2",71586,"interferon induced with helicase C domain 1"
"Ifit1",500742303,"19",15957,"interferon-induced protein with tetratricopeptide repeats 1"
"Ifit2",500742297,"19",15958,"interferon-induced protein with tetratricopeptide repeats 2"
"Ifit3",500742298,"19",15959,"interferon-induced protein with tetratricopeptide repeats 3"
"Ifitm1",500719408,"7",68713,"interferon induced transmembrane protein 1"
"Ifitm10",500719483,"7",320802,"interferon induced transmembrane protein 10"
"Ifitm2",500719407,"7",80876,"interferon induced transmembrane protein 2"
"Ifitm3",500719411,"7",66141,"interferon induced transmembrane protein 3"
"Ifitm5",500719406,"7",73835,"interferon induced transmembrane protein 5"
"Ifitm6",500719412,"7",213002,"interferon induced transmembrane protein 6"
"Ifitm7",500737016,"16",74482,"interferon induced transmembrane protein 7"
"Ifltd1",500715721,"6",74071,"intermediate filament tail domain containing 1"
"Ifna-ps1",500709089,"4",100416153,"interferon alpha gene, pseudogene 1"
"Ifna1",500709123,"4",15962,"interferon alpha 1"
"Ifna11",500709119,"4",15964,"interferon alpha 11"
"Ifna12",500709092,"4",242519,"interferon alpha 12"
"Ifna13",500709094,"4",230396,"interferon alpha 13"
"Ifna14",500709088,"4",404549,"interferon alpha 14"
"Ifna15",500709087,"4",242517,"interferon alpha 15"
"Ifna16",500709096,"4",230398,"interferon alpha 16"
"Ifna2",500709097,"4",15965,"interferon alpha 2"
"Ifna4",500709122,"4",15967,"interferon alpha 4"
"Ifna5",500709121,"4",15968,"interferon alpha 5"
"Ifna6",500709120,"4",15969,"interferon alpha 6"
"Ifna7",500709118,"4",15970,"interferon alpha 7"
"Ifna9",500709090,"4",15972,"interferon alpha 9"
"Ifnab",500709098,"4",15974,"interferon alpha B"
"Ifnar1",500738072,"16",15975,"interferon (alpha and beta) receptor 1"
"Ifnar2",500738068,"16",15976,"interferon (alpha and beta) receptor 2"
"Ifnb1",500709086,"4",15977,"interferon beta 1, fibroblast"
"Ifne",500709125,"4",230405,"interferon epsilon"
"Ifng",500725844,"10",15978,"interferon gamma"
"Ifngr1",500724257,"10",15979,"interferon gamma receptor 1"
"Ifngr2",500738076,"16",15980,"interferon gamma receptor 2"
"Ifnk",500708399,"4",387510,"interferon kappa"
"Ifnl2",500716865,"7",330496,"interferon lambda 2"
"Ifnl3",500716866,"7",338374,"interferon lambda 3"
"Ifnlr1",500710096,"4",242700,"interferon lambda receptor 1"
"Ifnz",500709109,"4",319146,"interferon zeta"
"Ifrd1",500729510,"12",15982,"interferon-related developmental regulator 1"
"Ifrd2",500723669,"9",15983,"interferon-related developmental regulator 2"
"Ift122",500715076,"6",81896,"intraflagellar transport 122"
"Ift140",500738771,"17",106633,"intraflagellar transport 140"
"Ift172",500711151,"5",67661,"intraflagellar transport 172"
"Ift20",500727740,"11",55978,"intraflagellar transport 20"
"Ift22",500712806,"5",67286,"intraflagellar transport 22"
"Ift27",500736048,"15",67042,"intraflagellar transport 27"
"Ift43",500730107,"12",76411,"intraflagellar transport 43"
"Ift46",500722538,"9",76568,"intraflagellar transport 46"
"Ift52",500705337,"2",245866,"intraflagellar transport 52"
"Ift57",500737656,"16",73916,"intraflagellar transport 57"
"Ift74",500709173,"4",67694,"intraflagellar transport 74"
"Ift80",500706589,"3",68259,"intraflagellar transport 80"
"Ift81",500712530,"5",12589,"intraflagellar transport 81"
"Ift88",500734379,"14",21821,"intraflagellar transport 88"
"Igbp1",500744172,"X",18518,"immunoglobulin (CD79A) binding protein 1"
"Igbp1b",500715635,"6",50540,"immunoglobulin (CD79A) binding protein 1b"
"Igdcc3",500722982,"9",19289,"immunoglobulin superfamily, DCC subclass, member 3"
"Igdcc4",500722981,"9",56741,"immunoglobulin superfamily, DCC subclass, member 4"
"Igf1",500725442,"10",16000,"insulin-like growth factor 1"
"Igf1os",500725441,"10",627270,"insulin-like growth factor 1, opposite strand"
"Igf1r",500717837,"7",16001,"insulin-like growth factor I receptor"
"Igf2",500719495,"7",16002,"insulin-like growth factor 2"
"Igf2bp1",500728118,"11",140486,"insulin-like growth factor 2 mRNA binding protein 1"
"Igf2bp2",500737240,"16",319765,"insulin-like growth factor 2 mRNA binding protein 2"
"Igf2bp3",500713931,"6",140488,"insulin-like growth factor 2 mRNA binding protein 3"
"Igf2os",500719497,"7",111975,"insulin-like growth factor 2, opposite strand"
"Igf2r",500738366,"17",16004,"insulin-like growth factor 2 receptor"
"Igfals",500738762,"17",16005,"insulin-like growth factor binding protein, acid labile subunit"
"Igfbp1",500726330,"11",16006,"insulin-like growth factor binding protein 1"
"Igfbp2",500700534,"1",16008,"insulin-like growth factor binding protein 2"
"Igfbp3",500726331,"11",16009,"insulin-like growth factor binding protein 3"
"Igfbp4",500728263,"11",16010,"insulin-like growth factor binding protein 4"
"Igfbp5",500700535,"1",16011,"insulin-like growth factor binding protein 5"
"Igfbp6",500736750,"15",16012,"insulin-like growth factor binding protein 6"
"Igfbp7",500711673,"5",29817,"insulin-like growth factor binding protein 7"
"Igfbpl1",500708630,"4",75426,"insulin-like growth factor binding protein-like 1"
"Igfl3",500716379,"7",232925,"IGF-like family member 3"
"Igflr1",500716974,"7",101883,"IGF-like family receptor 1"
"Igfn1",500701381,"1",226438,"immunoglobulin-like and fibronectin type III domain containing 1"
"Igh",500730698,"12",111507,"immunoglobulin heavy chain complex"
"Igha",500730697,"12",238447,"immunoglobulin heavy constant alpha"
"Ighd",500730707,"12",380797,"immunoglobulin heavy constant delta"
"Ighd1-1",500730730,"12",777657,"immunoglobulin heavy diversity 1-1"
"Ighd2-3",500730728,"12",777679,"immunoglobulin heavy diversity 2-3"
"Ighd2-4",500730726,"12",777677,"immunoglobulin heavy diversity 2-4"
"Ighd2-5",500730724,"12",777675,"immunoglobulin heavy diversity 2-5"
"Ighd2-6",500730721,"12",777672,"immunoglobulin heavy diversity 2-6"
"Ighd2-7",500730718,"12",777667,"immunoglobulin heavy diversity 2-7"
"Ighd2-8",500730716,"12",777664,"immunoglobulin heavy diversity 2-8"
"Ighd3-1",500730732,"12",777681,"immunoglobulin heavy diversity 3-1"
"Ighd3-2",500730714,"12",777662,"immunoglobulin heavy diversity 3-2"
"Ighd4-1",500730713,"12",777661,"immunoglobulin heavy diversity 4-1"
"Ighd5-1",500730733,"12",777682,"immunoglobulin heavy diversity 5-1"
"Ighd5-2",500730725,"12",777676,"immunoglobulin heavy diversity 5-2"
"Ighd5-3",500730723,"12",777674,"immunoglobulin heavy diversity 5-3"
"Ighd5-4",500730720,"12",777670,"immunoglobulin heavy diversity 5-4"
"Ighd5-5",500730717,"12",777665,"immunoglobulin heavy diversity 5-5"
"Ighd5-6",500730715,"12",777663,"immunoglobulin heavy diversity 5-6"
"Ighd5-7",500730722,"12",777673,"immunoglobulin heavy diversity 5-7"
"Ighd5-8",500730719,"12",777669,"immunoglobulin heavy diversity 5-8"
"Ighd6-1",500730729,"12",777680,"immunoglobulin heavy diversity 6-1"
"Ighd6-2",500730727,"12",777678,"immunoglobulin heavy diversity 6-2"
"Ighe",500730699,"12",380792,"Immunoglobulin heavy constant epsilon"
"Ighg1",500730702,"12",16017,"immunoglobulin heavy constant gamma 1 (G1m marker)"
"Ighg2b",500730701,"12",16016,"immunoglobulin heavy constant gamma 2B"
"Ighg2c",500730700,"12",404711,"immunoglobulin heavy constant gamma 2C"
"Ighg3",500730703,"12",380795,"Immunoglobulin heavy constant gamma 3"
"Ighj1",500730712,"12",777648,"immunoglobulin heavy joining 1"
"Ighj2",500730711,"12",777654,"immunoglobulin heavy joining 2"
"Ighj3",500730710,"12",777655,"immunoglobulin heavy joining 3"
"Ighj4",500730709,"12",777656,"immunoglobulin heavy joining 4"
"Ighm",500730708,"12",16019,"immunoglobulin heavy constant mu"
"Ighmbp2",500741497,"19",20589,"immunoglobulin mu binding protein 2"
"Ighv1-1",500730803,"12",780834,"immunoglobulin heavy variable V1-1"
"Ighv1-10",500730828,"12",637050,"immunoglobulin heavy variable V1-10"
"Ighv1-11",500730829,"12",629859,"immunoglobulin heavy variable V1-11"
"Ighv1-12",500730830,"12",629860,"immunoglobulin heavy variable V1-12"
"Ighv1-13",500730831,"12",780865,"immunoglobulin heavy variable V1-13"
"Ighv1-14",500730832,"12",629863,"immunoglobulin heavy variable 1-14"
"Ighv1-15",500730833,"12",629865,"immunoglobulin heavy variable 1-15"
"Ighv1-16",500730834,"12",629866,"immunoglobulin heavy variable 1-16"
"Ighv1-17",500730836,"12",629869,"immunoglobulin heavy variable 1-17"
"Ighv1-17-1",500730835,"12",780926,"immunoglobulin heavy variable V1-17-1"
"Ighv1-18",500730837,"12",629871,"immunoglobulin heavy variable V1-18"
"Ighv1-19",500730839,"12",382692,"immunoglobulin heavy variable V1-19"
"Ighv1-19-1",500730838,"12",668493,"immunoglobulin heavy variable 1-19-1"
"Ighv1-2",500730813,"12",238428,"immunoglobulin heavy variable 1-2"
"Ighv1-20",500730840,"12",668497,"immunoglobulin heavy variable V1-20"
"Ighv1-21",500730842,"12",668499,"immunoglobulin heavy variable V1-21"
"Ighv1-21-1",500730841,"12",631595,"immunoglobulin heavy variable 1-21-1"
"Ighv1-22",500730843,"12",780883,"immunoglobulin heavy variable 1-22"
"Ighv1-23",500730844,"12",780884,"immunoglobulin heavy variable V1-23"
"Ighv1-24",500730846,"12",780885,"immunoglobulin heavy variable V1-24"
"Ighv1-25",500730847,"12",640497,"immunoglobulin heavy variable 1-25"
